experiment_id,transcript_id,model_name,technique_name,total_calories,total_protein_g,total_fat_g,total_carbohydrate_g,serving_calories,servings_estimated
"941","41","Gemma-SEA-LION v4 4B","structured-output","638.0","43.8","19.3","96.7","350.0","2"
"942","42","Gemma-SEA-LION v4 4B","structured-output","641.0","57.3","38.7","146.2","390.0","2"
"943","43","Gemma-SEA-LION v4 4B","structured-output","561.0","40.1","23.0","95.0","350.0","2"
"944","44","Gemma-SEA-LION v4 4B","structured-output","648.0","41.1","17.3","125.8","350.8","2"
"945","45","Gemma-SEA-LION v4 4B","structured-output","744.0","46.3","21.9","84.0","350.0","2"
"946","46","Gemma-SEA-LION v4 4B","structured-output","630.0","46.0","20.0","72.0","350.0","2"
"947","47","Gemma-SEA-LION v4 4B","structured-output","840.0","50.5","12.6","73.0","350.0","2"
"948","48","Gemma-SEA-LION v4 4B","structured-output","967.3","69.9","54.8","136.8","350.7","2"
"949","49","Gemma-SEA-LION v4 4B","structured-output","470.0","43.0","19.0","94.0","350.0","2"
"950","50","Gemma-SEA-LION v4 4B","structured-output","380.0","23.0","14.5","69.0","350.0","2"
"951","1","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"952","2","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"953","3","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"954","4","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"955","5","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"956","6","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"957","7","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"958","8","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"959","9","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"960","10","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"961","11","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"962","12","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"963","13","MedGemma 4B","structured-output","450.0","18.0","15.0","60.0","450.0","2"
"964","14","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"965","15","MedGemma 4B","structured-output","350.0","12.0","10.0","45.0","350.0","2"
"966","16","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"967","17","MedGemma 4B","structured-output","1745.0","64.3","23.9","748.0","450.0","2"
"968","18","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"969","19","MedGemma 4B","structured-output","450.0","12.0","15.0","70.0","450.0","2"
"970","20","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"971","21","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"972","22","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"973","23","MedGemma 4B","structured-output","785.0","27.0","12.6","98.0","350.0","2"
"974","24","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"975","25","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"976","26","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"977","27","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"978","28","MedGemma 4B","structured-output","1675.0","25.6","12.3","77.0","450.0","2"
"979","29","MedGemma 4B","structured-output","1765.0","59.5","48.0","265.0","350.0","2"
"980","30","MedGemma 4B","structured-output","735.0","50.3","24.6","73.6","350.0","2"
"981","31","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"982","32","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"983","33","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"984","34","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"985","35","MedGemma 4B","structured-output","835.0","74.3","26.7","193.0","350.0","2"
"986","36","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"987","37","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"988","38","MedGemma 4B","structured-output","465.0","12.7","12.7","50.0","350.0","2"
"989","39","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"990","40","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"991","41","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"992","42","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"993","43","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"994","44","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"995","45","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"996","46","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"997","47","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"998","48","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"999","49","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"1000","50","MedGemma 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
